"diffusion_input","diffusion_output_heat","diffusion_output_rank","name","selected","shared name"
"0.0","0.0013364957064667053","7561","6416","false","6416"
"0.0","0.003049998306152023","5991","2318","false","2318"
"0.0","4.566641092872247E-4","11037","84665","false","84665"
"0.0","0.004571604833448374","3729","88","false","88"
"0.0","0.013621822569563319","338","90","true","90"
"0.0","0.004769408838344789","3426","2339","false","2339"
"0.0","0.0033916666141851075","5588","2624","false","2624"
"0.0","0.012451459578904481","420","5371","true","5371"
"0.0","0.010157180419012292","756","6118","true","6118"
"0.0","0.027198571716830402","161","6774","true","6774"
"0.0","0.006703732453743939","2147","375","false","375"
"0.0","0.0016339979826664333","7122","23163","false","23163"
"0.0","0.0012122454974806956","7817","377","false","377"
"0.0","0.0028861487500615717","6101","23647","false","23647"
"0.0","0.005599573134417754","2782","27236","false","27236"
"0.0","0.002422533556803069","6492","54464","false","54464"
"0.0","0.00883490432076674","1109","226","true","226"
"0.0","0.009824455415824523","825","351","true","351"
"0.0","0.004483730755933714","3868","10513","false","10513"
"0.0","7.99157720080915E-4","9109","333","false","333"
"0.0","0.006381065279376669","2334","1600","false","1600"
"0.0","0.004907158036595297","3232","10370","false","10370"
"0.0","0.005163790638371858","3023","7020","false","7020"
"0.0","0.013211076689196978","375","2033","true","2033"
"0.0","0.006529449919373075","2241","338","false","338"
"0.0","0.0016220542153214813","7131","4547","false","4547"
"0.0","0.011270607273070327","569","409","true","409"
"0.0","0.008242018396092664","1332","5900","true","5900"
"0.0","0.0015973665567666727","7165","1436","false","1436"
"0.0","0.019993628540235026","186","2885","true","2885"
"0.0","0.0030108449695974695","6020","7916","false","7916"
"0.0","0.0011821907080628593","7896","27257","false","27257"
"0.0","0.0017963489737186583","6959","4677","false","4677"
"0.0","4.981560886116402E-4","10730","6521","false","6521"
"0.0","0.006222393719166827","2427","22950","false","22950"
"0.0","0.008373225853249424","1284","602","true","602"
"0.0","0.0050905688739191594","3070","580","false","580"
"0.0","2.0677800641644704E-4","13772","153","false","153"
"0.0","0.007391796849473603","1711","10755","true","10755"
"0.0","0.00947775994925401","906","672","true","672"
"0.0","7.432627503626619E-4","9342","466","false","466"
"0.0","0.0030566983387412686","5981","4436","false","4436"
"0.0","0.0026989108476835008","6246","2956","false","2956"
"0.0","8.413163135676624E-4","8942","421","false","421"
"0.0","2.952240901776069E-4","12585","1013","false","1013"
"0.0","0.001104453000859412","8094","5092","false","5092"
"0.0","7.894772420727762E-4","9139","775","false","775"
"0.0","0.0039535684888552915","4773","5664","false","5664"
"0.0","0.0023786700326627885","6527","823","false","823"
"0.0","0.004569178920997244","3732","825","false","825"
"0.0","0.005985543522958515","2568","7273","false","7273"
"0.0","0.0015361573927950413","7239","3708","false","3708"
"0.0","5.010055918865191E-4","10710","767","false","767"
"0.0","0.0015128370688059281","7274","9223","false","9223"
"0.0","0.011817640257068426","490","1499","true","1499"
"0.0","0.010561638207755325","684","5925","true","5925"
"0.0","0.003886166523658813","4886","1523","false","1523"
"0.0","0.008249118124347922","1329","7251","true","7251"
"0.0","0.009084982210285449","1024","1026","true","1026"
"0.0","0.00150686981391766","7284","4998","false","4998"
"0.0","0.007605057427370681","1605","4171","true","4171"
"0.0","0.006951301880639556","2010","5000","false","5000"
"0.0","0.011096815320553084","594","4174","true","4174"
"0.0","0.0036124372722924174","5293","8317","false","8317"
"0.0","0.0038179188686760586","4988","4999","false","4999"
"0.0","5.767962990177791E-4","10244","10926","false","10926"
"0.0","0.0049925336931962725","3141","10270","false","10270"
"0.0","0.007548015543407086","1631","6117","true","6117"
"0.0","0.006989140876088031","1983","6119","false","6119"
"0.0","0.0037236376226903317","5125","5001","false","5001"
"0.0","0.00936334431172259","943","4172","true","4172"
"0.0","0.011170012342404037","583","7534","true","7534"
"0.0","0.0029184594537959387","6080","993","false","993"
"0.0","0.004758989030880401","3443","81704","false","81704"
"0.0","0.0090009884894142","1053","998","true","998"
"0.0","0.003782238720735821","5036","9322","false","9322"
"0.0","0.00442053720060652","3983","1033","false","1033"
"0.0","0.008977345907677348","1061","1017","true","1017"
"0.0","0.0019909644039498627","6826","5932","false","5932"
"0.0","0.004108349849684388","4505","5933","false","5933"
"0.0","6.648531674066295E-4","9729","9464","false","9464"
"0.0","0.007730483313809205","1547","1059","true","1059"
"0.0","0.010710739345458825","658","1213","true","1213"
"0.0","0.008326086611472466","1300","9146","true","9146"
"0.0","7.916971826278824E-4","9134","3486","false","3486"
"0.0","0.01164772731627805","507","1277","true","1277"
"0.0","0.013441376087513484","355","7295","true","7295"
"0.0","0.009599150907725512","883","1386","true","1386"
"0.0","0.009572969362973813","889","4088","true","4088"
"0.0","0.008684704859512874","1171","4089","true","4089"
"0.0","0.009909882376952108","813","896","true","896"
"0.0","0.0018338220248493781","6927","27335","false","27335"
"0.0","0.004200614202368112","4348","10928","false","10928"
"0.0","0.0026951659549804795","6252","891","false","891"
"0.0","0.012305307491011757","430","5479","true","5479"
"0.0","0.009669676035642628","868","819","true","819"
"0.0","0.009562272151421513","891","1445","true","1445"
"0.0","0.008292459506978345","1315","3643","true","3643"
"0.0","0.007840046414712157","1512","3480","true","3480"
"0.0","0.0028764389232328945","6113","1634","false","1634"
"0.0","0.013628522460650916","335","1956","true","1956"
"0.0","6.167224830128015E-4","9989","6493","false","6493"
"0.0","0.01259042234491656","408","405","true","405"
"0.0","2.2176357278666417E-4","13560","6492","false","6492"
"0.0","1.2766248886143255E-4","15162","266743","false","266743"
"0.0","4.5252925422568626E-4","11063","1839","false","1839"
"0.0","0.012088744904381","450","7704","true","7704"
"0.0","0.00748052263632318","1675","5111","true","5111"
"0.0","0.0017224175011305062","7014","1647","false","1647"
"0.0","0.004922541250151566","3214","11073","false","11073"
"0.0","0.00561220333421175","2773","7155","false","7155"
"0.0","0.008655415015564334","1180","2316","true","2316"
"0.0","5.38057787895507E-4","10467","1814","false","1814"
"0.0","0.001452556745934402","7363","27258","false","27258"
"0.0","0.004598987713669941","3691","6635","false","6635"
"0.0","0.003484238615687047","5466","25804","false","25804"
"0.0","8.61621391194711E-4","8860","23658","false","23658"
"0.0","0.001217611452456207","7795","1958","false","1958"
"0.0","0.019184155602950156","198","1387","true","1387"
"0.0","0.010800749649329604","639","4926","true","4926"
"0.0","0.003071417646665761","5968","2035","false","2035"
"0.0","0.00393675470952747","4797","54512","false","54512"
"0.0","0.012010416660360233","470","1915","true","1915"
"0.0","0.004918200843974083","3221","5335","false","5335"
"0.0","0.0052981328493509295","2931","3895","false","3895"
"0.0","0.00382465546504824","4979","1936","false","1936"
"0.0","0.01147876237920185","530","3791","true","3791"
"0.0","0.009217779225772695","975","308","true","308"
"0.0","5.172089014132863E-4","10602","133522","false","133522"
"0.0","0.007008926383825417","1963","2099","true","2099"
"0.0","0.015118980381775572","282","6597","true","6597"
"0.0","0.004758799063879586","3444","79039","false","79039"
"0.0","0.001550954394537294","7222","30836","false","30836"
"0.0","0.012287662193370701","432","2260","true","2260"
"0.0","0.0014758655385912023","7325","2224","false","2224"
"0.0","0.01741737262481311","224","7040","true","7040"
"0.0","0.008912715704742304","1079","7341","true","7341"
"0.0","0.009585822454736204","886","355","true","355"
"0.0","0.0010065178183646707","8394","51678","false","51678"
"0.0","0.005841390009713686","2646","2512","false","2512"
"0.0","0.009174143485194195","990","2243","true","2243"
"0.0","0.02022824658089012","184","3688","true","3688"
"0.0","0.009286179945629316","962","10817","true","10817"
"0.0","2.471593366194852E-4","13215","2566","false","2566"
"0.0","0.0015958475667551607","7167","11337","false","11337"
"0.0","0.00863028395679325","1191","2810","true","2810"
"0.0","0.011278609322998257","567","2908","true","2908"
"0.0","0.009811739381161652","827","7041","true","7041"
"0.0","0.006568528034409988","2218","11319","false","11319"
"0.0","7.692342628868914E-5","16487","2645","false","2645"
"0.0","9.722093568813838E-4","8504","5208","false","5208"
"0.0","0.010754244555893463","649","3309","true","3309"
"0.0","9.245592095244455E-4","8665","1801","false","1801"
"0.0","1.7790721532567584E-4","14231","6514","false","6514"
"0.0","0.008030290765596436","1416","3838","true","3838"
"0.0","0.004317278787653349","4135","6517","false","6517"
"0.0","0.003910571801406697","4842","1616","false","1616"
"0.0","3.0202791030991877E-4","12511","2898","false","2898"
"0.0","0.006087790650835685","2508","6386","false","6386"
"0.0","0.007590877019309331","1611","9463","true","9463"
"0.0","1.6138561694084116E-4","14512","2897","false","2897"
"0.0","0.011507801487440482","526","904","true","904"
"0.0","0.008333215102683833","1297","2896","true","2896"
"0.0","4.930918794897835E-4","10773","10287","false","10287"
"0.0","0.00848126956582825","1240","2781","true","2781"
"0.0","0.0010083830670304039","8387","2775","false","2775"
"0.0","0.008525005279915227","1225","2771","true","2771"
"0.0","0.008848980505586258","1102","2773","true","2773"
"0.0","9.645334420617965E-4","8535","3298","false","3298"
"0.0","0.008415164477338673","1265","7329","true","7329"
