diffusion_input,diffusion_output_heat,diffusion_output_rank,name,selected,shared name
0,0.00123885,7537,6416,FALSE,6416
0,0.002947329,5840,2318,FALSE,2318
0,4.27E-04,11105,84665,FALSE,84665
0,0.004539344,3602,88,FALSE,88
0,0.013502859,328,90,TRUE,90
0,0.004655949,3411,2339,FALSE,2339
0,0.003229127,5587,2624,FALSE,2624
0,0.007312212,1608,5371,TRUE,5371
0,0.008539577,1092,6118,TRUE,6118
0,0.027259019,158,6774,TRUE,6774
0,0.006540596,2070,375,FALSE,375
0,0.001574865,6991,23163,FALSE,23163
0,0.00113752,7770,377,FALSE,377
0,0.002818173,5926,23647,FALSE,23647
0,0.005534884,2651,27236,FALSE,27236
0,0.002261383,6445,54464,FALSE,54464
0,0.008603171,1069,226,TRUE,226
0,0.009549155,807,351,TRUE,351
0,0.004429249,3796,10513,FALSE,10513
0,7.31E-04,9217,333,FALSE,333
0,0.001435249,7197,1600,FALSE,1600
0,0.004846214,3130,10370,FALSE,10370
0,0.00509964,2891,7020,FALSE,7020
0,0.012676539,377,2033,TRUE,2033
0,0.006280019,2215,338,FALSE,338
0,0.001604178,6958,4547,FALSE,4547
0,0.010968439,569,409,TRUE,409
0,0.008203379,1214,5900,TRUE,5900
0,0.001529814,7049,1436,FALSE,1436
0,0.019622433,185,2885,TRUE,2885
0,0.002812475,5931,7916,FALSE,7916
0,0.001045595,8036,27257,FALSE,27257
0,0.001700752,6862,4677,FALSE,4677
0,4.31E-04,11070,6521,FALSE,6521
0,0.006181002,2282,22950,FALSE,22950
0,0.008211984,1210,602,TRUE,602
0,0.004854855,3118,580,FALSE,580
0,1.98E-04,13768,153,FALSE,153
0,0.007370391,1581,10755,TRUE,10755
0,0.00883749,984,672,TRUE,672
0,7.38E-04,9182,466,FALSE,466
0,0.005070747,2908,4436,FALSE,4436
0,0.002531737,6172,2956,FALSE,2956
0,8.03E-04,8891,421,FALSE,421
0,2.94E-04,12457,1013,FALSE,1013
0,0.001034197,8073,5092,FALSE,5092
0,7.45E-04,9149,775,FALSE,775
0,0.003911487,4616,5664,FALSE,5664
0,0.002244446,6454,823,FALSE,823
0,0.004528129,3620,825,FALSE,825
0,0.005909327,2441,7273,FALSE,7273
0,0.001425239,7215,3708,FALSE,3708
0,4.81E-04,10678,767,FALSE,767
0,0.00138687,7277,9223,FALSE,9223
0,0.0097925,760,1499,TRUE,1499
0,0.007207495,1659,5925,TRUE,5925
0,0.006377973,2161,1523,FALSE,1523
0,0.008116926,1244,7251,TRUE,7251
0,0.006574201,2041,1026,FALSE,1026
0,0.001265406,7485,4998,FALSE,4998
0,0.007114604,1726,4171,TRUE,4171
0,0.001287422,7447,5000,FALSE,5000
0,0.010831072,580,4174,TRUE,4174
0,0.003547721,5165,8317,FALSE,8317
0,0.00161126,6954,4999,FALSE,4999
0,5.14E-04,10438,10926,FALSE,10926
0,0.004894962,3072,10270,FALSE,10270
0,0.005389377,2716,6117,FALSE,6117
0,0.005217456,2807,6119,FALSE,6119
0,0.003580219,5123,5001,FALSE,5001
0,0.009042317,929,4172,TRUE,4172
0,0.010718906,601,7534,TRUE,7534
0,0.002750565,5976,993,FALSE,993
0,0.001577199,6989,81704,FALSE,81704
0,0.010349813,652,998,TRUE,998
0,0.003692683,4954,9322,FALSE,9322
0,0.004395207,3859,1033,FALSE,1033
0,0.007979717,1300,1017,TRUE,1017
0,0.001771646,6800,5932,FALSE,5932
0,0.00149915,7100,5933,FALSE,5933
0,0.008388216,1149,9464,TRUE,9464
0,0.007733904,1404,1059,TRUE,1059
0,0.008019157,1283,1213,TRUE,1213
0,0.012071434,428,9146,TRUE,9146
1,0.795711545,84,3486,TRUE,3486
0,0.018617718,199,1277,TRUE,1277
0,0.011238256,530,7295,TRUE,7295
0,0.009292552,866,1386,TRUE,1386
0,0.005159032,2850,4088,FALSE,4088
0,0.008425678,1129,4089,TRUE,4089
0,0.004816642,3160,896,FALSE,896
0,0.001692706,6868,27335,FALSE,27335
0,0.00410127,4287,10928,FALSE,10928
0,0.002487574,6219,891,FALSE,891
0,0.012119499,424,5479,TRUE,5479
0,0.009594687,797,819,TRUE,819
0,0.008418828,1133,1445,TRUE,1445
0,0.011526134,487,3643,TRUE,3643
0,0.010135651,688,3480,TRUE,3480
0,0.002776877,5958,1634,FALSE,1634
0,0.01309053,354,1956,TRUE,1956
0,6.05E-04,9881,6493,FALSE,6493
0,0.010573411,620,405,TRUE,405
0,2.04E-04,13673,6492,FALSE,6492
0,1.20E-04,15252,266743,FALSE,266743
0,4.45E-04,10948,1839,FALSE,1839
0,0.011849631,455,7704,TRUE,7704
0,0.006182507,2280,5111,FALSE,5111
0,0.004214406,4099,1647,FALSE,1647
0,0.004771601,3233,11073,FALSE,11073
0,0.002514529,6188,7155,FALSE,7155
0,0.006905843,1866,2316,TRUE,2316
0,4.91E-04,10596,1814,FALSE,1814
0,0.001357759,7330,27258,FALSE,27258
0,0.00439541,3858,6635,FALSE,6635
0,0.003388377,5380,25804,FALSE,25804
0,8.14E-04,8838,23658,FALSE,23658
0,0.00505386,2916,1958,FALSE,1958
0,0.019831116,182,1387,TRUE,1387
0,0.008750871,1012,4926,TRUE,4926
0,0.00292716,5855,2035,FALSE,2035
0,0.003831464,4733,54512,FALSE,54512
0,0.009694728,774,1915,TRUE,1915
0,0.004631126,3447,5335,FALSE,5335
0,0.005182068,2828,3895,FALSE,3895
0,0.005923037,2428,1936,FALSE,1936
0,0.01135215,510,3791,TRUE,3791
0,0.005983765,2400,308,FALSE,308
0,5.07E-04,10476,133522,FALSE,133522
0,0.00648578,2099,2099,FALSE,2099
0,0.012680593,376,6597,TRUE,6597
0,0.004561646,3562,79039,FALSE,79039
0,0.001489373,7114,30836,FALSE,30836
0,0.012163386,419,2260,TRUE,2260
0,0.001406102,7248,2224,FALSE,2224
0,0.014857617,271,7040,TRUE,7040
0,0.006999197,1797,7341,TRUE,7341
0,0.009381892,846,355,TRUE,355
0,9.66E-04,8278,51678,FALSE,51678
0,0.00578145,2515,2512,FALSE,2512
0,0.00904983,923,2243,TRUE,2243
0,0.019994762,179,3688,TRUE,3688
0,0.009217402,881,10817,TRUE,10817
0,2.01E-04,13724,2566,FALSE,2566
0,0.001614489,6951,11337,FALSE,11337
0,0.010628283,616,2810,TRUE,2810
0,0.011056121,556,2908,TRUE,2908
0,0.009701784,771,7041,TRUE,7041
0,0.006492823,2095,11319,FALSE,11319
0,6.24E-05,16805,2645,FALSE,2645
0,9.62E-04,8303,5208,FALSE,5208
0,0.009433535,829,3309,TRUE,3309
0,8.58E-04,8682,1801,FALSE,1801
0,1.70E-04,14226,6514,FALSE,6514
0,0.007771385,1387,3838,TRUE,3838
0,0.004294082,3998,6517,FALSE,6517
0,0.003636138,5034,1616,FALSE,1616
0,2.81E-04,12611,2898,FALSE,2898
0,0.004499855,3676,6386,FALSE,6386
0,0.007506408,1491,9463,TRUE,9463
0,1.44E-04,14716,2897,FALSE,2897
0,0.009427488,830,904,TRUE,904
0,0.00821463,1209,2896,TRUE,2896
0,4.76E-04,10716,10287,FALSE,10287
0,0.00846468,1118,2781,TRUE,2781
0,9.74E-04,8258,2775,FALSE,2775
0,0.008410917,1136,2771,TRUE,2771
0,0.008700592,1037,2773,TRUE,2773
0,9.04E-04,8516,3298,FALSE,3298
0,0.006576937,2040,7329,FALSE,7329
0,0.001131866,7786,3984,FALSE,3984
0,0.009744729,764,3084,TRUE,3084
0,5.97E-05,16913,2252,FALSE,2252
0,0.002212227,6477,3339,FALSE,3339
0,0.005715521,2556,10459,FALSE,10459
0,0.001301251,7423,8974,FALSE,8974
0,5.58E-05,17033,2826,FALSE,2826
0,0.005045579,2922,708,FALSE,708
0,0.006317351,2194,3646,FALSE,3646
0,0.008914002,964,23193,TRUE,23193
0,0.008500991,1103,3178,TRUE,3178
0,0.00803963,1274,5684,TRUE,5684
0,0.008067882,1259,4670,TRUE,4670
0,0.008499721,1106,4123,TRUE,4123
0,0.001545669,7036,6747,FALSE,6747
0,0.002270802,6433,11218,FALSE,11218
