"diffusion_input","diffusion_output_heat","diffusion_output_rank","name","selected","shared name"
"0.0","0.0012793004872662633","7726","6416","false","6416"
"0.0","0.003041196021514539","6036","2318","false","2318"
"0.0","4.565108947349916E-4","11064","84665","false","84665"
"0.0","0.004582565811341211","3790","88","false","88"
"0.0","0.013634334430308441","355","90","true","90"
"0.0","0.004768231758781552","3506","2339","false","2339"
"0.0","0.0033800967197476967","5688","2624","false","2624"
"0.0","0.012555646128432397","438","5371","true","5371"
"0.0","0.011105313461816117","625","6118","true","6118"
"0.0","0.028144434765257905","160","6774","true","6774"
"0.0","0.006622304478474461","2276","375","false","375"
"0.0","0.0016158877472844746","7186","23163","false","23163"
"0.0","0.0011989804494130778","7923","377","false","377"
"0.0","0.002832370984564431","6180","23647","false","23647"
"0.0","0.005597502601903145","2860","27236","false","27236"
"0.0","0.002416312003250805","6536","54464","false","54464"
"0.0","0.008868220370154507","1136","226","true","226"
"0.0","0.009182610803131843","1040","351","true","351"
"0.0","0.004521510173387486","3882","10513","false","10513"
"0.0","8.287257604967993E-4","9037","333","false","333"
"0.0","0.006390564698457825","2414","1600","false","1600"
"0.0","0.00492334705041864","3308","10370","false","10370"
"0.0","0.005196675351096661","3090","7020","false","7020"
"0.0","0.013948435332546317","333","2033","true","2033"
"0.0","0.006449301174303896","2382","338","false","338"
"0.0","0.0016189075389997018","7183","4547","false","4547"
"0.0","0.009642274382904752","911","409","true","409"
"0.0","0.008247477401744852","1384","5900","true","5900"
"0.0","0.0015467279376941037","7279","1436","false","1436"
"0.0","0.021114818611526226","174","2885","true","2885"
"0.0","0.0029986588860842173","6066","7916","false","7916"
"0.0","0.0011477419100953345","8056","27257","false","27257"
"0.0","0.0017842508790652076","7011","4677","false","4677"
"0.0","4.907897436022666E-4","10838","6521","false","6521"
"0.0","0.006221801153421507","2519","22950","false","22950"
"0.0","0.00828992039783565","1366","602","true","602"
"0.0","0.005029512334721957","3195","580","false","580"
"0.0","2.1016003749470196E-4","13738","153","false","153"
"0.0","0.007428421098460496","1734","10755","true","10755"
"0.0","0.00950779608266361","946","672","true","672"
"0.0","8.310918129545839E-4","9029","466","false","466"
"0.0","0.005336104552859528","2987","4436","false","4436"
"0.0","0.0027119418393847673","6280","2956","false","2956"
"0.0","7.78180214765979E-4","9238","421","false","421"
"0.0","2.792109308648595E-4","12807","1013","false","1013"
"0.0","0.0010556907851550126","8297","5092","false","5092"
"0.0","7.610635793186979E-4","9316","775","false","775"
"0.0","0.003928710826216367","4888","5664","false","5664"
"0.0","0.002363744671686987","6577","823","false","823"
"0.0","0.004560179938013653","3830","825","false","825"
"0.0","0.006030442084189481","2621","7273","false","7273"
"0.0","0.001435522832761522","7445","3708","false","3708"
"0.0","5.17006668545385E-4","10641","767","false","767"
"0.0","0.0014684214950493526","7393","9223","false","9223"
"0.0","0.010962886229560565","645","1499","true","1499"
"0.0","0.010698151691411965","699","5925","true","5925"
"0.0","0.006464316141237174","2364","1523","false","1523"
"0.0","0.008293692825476609","1364","7251","true","7251"
"0.0","0.009129827823711467","1059","1026","true","1026"
"0.0","0.001485272160036288","7379","4998","false","4998"
"0.0","0.008415791997432127","1312","4171","true","4171"
"0.0","0.006972815213948202","2066","5000","false","5000"
"0.0","0.01111974494366142","621","4174","true","4174"
"0.0","0.003636784764610153","5344","8317","false","8317"
"0.0","0.003908651396552301","4931","4999","false","4999"
"0.0","5.565138593686221E-4","10381","10926","false","10926"
"0.0","0.005144504516461659","3117","10270","false","10270"
"0.0","0.007555734049092643","1666","6117","true","6117"
"0.0","0.007020868388995619","2027","6119","false","6119"
"0.0","0.0037751444395576904","5134","5001","false","5001"
"0.0","0.009358245379635761","990","4172","true","4172"
"0.0","0.012293750471773585","464","7534","true","7534"
"0.0","0.0028770619303965248","6150","993","false","993"
"0.0","0.004732132001261865","3561","81704","false","81704"
"0.0","0.009091505750427163","1071","998","true","998"
"0.0","0.003785648987256134","5120","9322","false","9322"
"0.0","0.004412196904130453","4068","1033","false","1033"
"0.0","0.008968132364377126","1112","1017","true","1017"
"0.0","0.0020021518877760334","6868","5932","false","5932"
"0.0","0.004088748644682248","4602","5933","false","5933"
